"CAMPAIGN_PERFORMANCE_REPORT (Mar 1, 2022-Mar 31, 2022)"
Campaign ID,Campaign,Impressions,Clicks,Cost,Conversions,Day,Device,Network,Top vs. Other,Currency,Cost / conv.,CTR,Avg. CPC,Conv. rate,Total conv. value,Avg. Cost,Avg. CPM,Network (with search partners),All conv.
16334583574,Sales-Performance Max- 21feb2022,20,2,780000,0.00,2022-03-24,Tablets with full browsers,Cross-network,Cross-network,GBP,0,10.00%,390000,0.00%,0.00,390000,39000000,Cross-network,3.00
16334583574,Sales-Performance Max- 21feb2022,107,6,3710000,0.00,2022-03-17,Computers,Cross-network,Cross-network,GBP,0,5.61%,618333,0.00%,0.00,618333,34672897,Cross-network,71.00
16334583574,Sales-Performance Max- 21feb2022,794,5,4270000,0.00,2022-03-02,Computers,Cross-network,Cross-network,GBP,0,0.63%,854000,0.00%,0.00,854000,5377834,Cross-network,0.00
16334583574,Sales-Performance Max- 21feb2022,19,0,0,0.00,2022-03-07,Tablets with full browsers,Cross-network,Cross-network,GBP,0,0.00%,0,0.00%,0.00,0,0,Cross-network,0.00
16334583574,Sales-Performance Max- 21feb2022,18,0,0,0.00,2022-03-27,Tablets with full browsers,Cross-network,Cross-network,GBP,0,0.00%,0,0.00%,0.00,0,0,Cross-network,0.00
16485662623,Campaign for 341163 (Shopify - Luis),52,0,0,0.00,2022-03-13,Tablets with full browsers,Cross-network,Cross-network,GBP,0,0.00%,0,0.00%,0.00,0,0,Cross-network,0.00
16485662623,Campaign for 341163 (Shopify - Luis),49,0,0,0.00,2022-03-14,Tablets with full browsers,Cross-network,Cross-network,GBP,0,0.00%,0,0.00%,0.00,0,0,Cross-network,0.00
16485662623,Campaign for 341163 (Shopify - Luis),148,0,0,0.00,2022-03-06,Computers,Cross-network,Cross-network,GBP,0,0.00%,0,0.00%,0.00,0,0,Cross-network,0.00
16485662623,Campaign for 341163 (Shopify - Luis),102,0,0,0.00,2022-03-11,Tablets with full browsers,Cross-network,Cross-network,GBP,0,0.00%,0,0.00%,0.00,0,0,Cross-network,0.00
16334583574,Sales-Performance Max- 21feb2022,194,2,890000,0.00,2022-03-01,Tablets with full browsers,Cross-network,Cross-network,GBP,0,1.03%,445000,0.00%,0.00,445000,4587629,Cross-network,0.00
16485662623,Campaign for 341163 (Shopify - Luis),103,0,0,0.00,2022-03-06,Mobile devices with full browsers,Cross-network,Cross-network,GBP,0,0.00%,0,0.00%,0.00,0,0,Cross-network,0.00
16485662623,Campaign for 341163 (Shopify - Luis),31,0,0,0.00,2022-03-07,Tablets with full browsers,Cross-network,Cross-network,GBP,0,0.00%,0,0.00%,0.00,0,0,Cross-network,0.00
16485662623,Campaign for 341163 (Shopify - Luis),72,0,0,0.00,2022-03-08,Tablets with full browsers,Cross-network,Cross-network,GBP,0,0.00%,0,0.00%,0.00,0,0,Cross-network,0.00
16334583574,Sales-Performance Max- 21feb2022,6,0,0,0.00,2022-03-22,Tablets with full browsers,Cross-network,Cross-network,GBP,0,0.00%,0,0.00%,0.00,0,0,Cross-network,0.00
16334583574,Sales-Performance Max- 21feb2022,25,0,0,0.00,2022-03-15,Tablets with full browsers,Cross-network,Cross-network,GBP,0,0.00%,0,0.00%,0.00,0,0,Cross-network,0.00
Total, --,79704,1279,641614472,58.00, --, --, --, --, --,11062318,1.60%,501653,4.53%,396.26,501653,8049966, --,5159.00
