"AD_PERFORMANCE_REPORT (Mar 1, 2022-Mar 31, 2022)"
Ad,Headline 1,Headline 2,Expanded Text Ad Headline 3,Display URL,Description,Description line 1,Description line 2,Ad type,Ad ID,Impressions,Clicks,Cost,Conversions,Responsive Search Ad headlines,Responsive Search Ad descriptions,Responsive Search Ad path 1,Responsive Search Ad path 2,Expanded Text Ad Description 2,Expanded Dynamic Search Ad Description 2,Final URL,Path 1,Path 2,Long headline,Headlines (multi asset responsive display),Long headline (multi asset responsive display),Descriptions (multi asset responsive display),CTR,Day
, --, --, --,, --,,,Responsive search ad,556449702693,39,11,2990000,0.00,"[{""assetText"":""Personalized Life Size Cutouts"",""assetId"":18124022896,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Personalized Cardboard Cutouts"",""assetId"":18661344170,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Available As Foam & Coroplast"",""assetId"":18661344167,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""10% Off First Order"",""assetId"":26065397516,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Upload Your Own Photo"",""assetId"":18671240004,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Live Previews On All Products"",""assetId"":17994850183,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Free Product Personalization"",""assetId"":18667833925,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""2-5 Day Delivery Time"",""assetId"":18671239998,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Discover Our Range Of Personalized Party Favors Including Candy, Coasters, Huggers & More"",""assetId"":17994850165,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""All Of Our Products Are Perfect For Birthdays, Weddings, Graduations & Baby Showers"",""assetId"":17994850174,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""We Are Happy To Answer All Questions & Queries You May Have. Purchase Online Now!"",""assetId"":17994850168,""pinnedField"":""DESCRIPTION_2"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",personalized,cut-out, --, --,"[""https://www.allpersonalization.com/products/personalized-cardboard-life-size-cutouts""]", --, --, --, --, --, --,28.21%,2022-03-14
, --, --, --,, --,,,Responsive search ad,556449702693,37,7,1930000,0.00,"[{""assetText"":""Personalized Life Size Cutouts"",""assetId"":18124022896,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Personalized Cardboard Cutouts"",""assetId"":18661344170,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Available As Foam & Coroplast"",""assetId"":18661344167,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""10% Off First Order"",""assetId"":26065397516,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Upload Your Own Photo"",""assetId"":18671240004,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Live Previews On All Products"",""assetId"":17994850183,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Free Product Personalization"",""assetId"":18667833925,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""2-5 Day Delivery Time"",""assetId"":18671239998,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Discover Our Range Of Personalized Party Favors Including Candy, Coasters, Huggers & More"",""assetId"":17994850165,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""All Of Our Products Are Perfect For Birthdays, Weddings, Graduations & Baby Showers"",""assetId"":17994850174,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""We Are Happy To Answer All Questions & Queries You May Have. Purchase Online Now!"",""assetId"":17994850168,""pinnedField"":""DESCRIPTION_2"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",personalized,cut-out, --, --,"[""https://www.allpersonalization.com/products/personalized-cardboard-life-size-cutouts""]", --, --, --, --, --, --,18.92%,2022-03-16
, --, --, --,, --,,,Responsive search ad,556449702693,43,4,1200000,0.00,"[{""assetText"":""Personalized Life Size Cutouts"",""assetId"":18124022896,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Personalized Cardboard Cutouts"",""assetId"":18661344170,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Available As Foam & Coroplast"",""assetId"":18661344167,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""10% Off First Order"",""assetId"":26065397516,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Upload Your Own Photo"",""assetId"":18671240004,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Live Previews On All Products"",""assetId"":17994850183,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Free Product Personalization"",""assetId"":18667833925,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""2-5 Day Delivery Time"",""assetId"":18671239998,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Discover Our Range Of Personalized Party Favors Including Candy, Coasters, Huggers & More"",""assetId"":17994850165,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""All Of Our Products Are Perfect For Birthdays, Weddings, Graduations & Baby Showers"",""assetId"":17994850174,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""We Are Happy To Answer All Questions & Queries You May Have. Purchase Online Now!"",""assetId"":17994850168,""pinnedField"":""DESCRIPTION_2"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",personalized,cut-out, --, --,"[""https://www.allpersonalization.com/products/personalized-cardboard-life-size-cutouts""]", --, --, --, --, --, --,9.30%,2022-03-21
, --, --, --,, --,,,Responsive search ad,556449702693,41,12,2950000,0.00,"[{""assetText"":""Personalized Life Size Cutouts"",""assetId"":18124022896,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Personalized Cardboard Cutouts"",""assetId"":18661344170,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Available As Foam & Coroplast"",""assetId"":18661344167,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""10% Off First Order"",""assetId"":26065397516,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Upload Your Own Photo"",""assetId"":18671240004,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Live Previews On All Products"",""assetId"":17994850183,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Free Product Personalization"",""assetId"":18667833925,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""2-5 Day Delivery Time"",""assetId"":18671239998,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Discover Our Range Of Personalized Party Favors Including Candy, Coasters, Huggers & More"",""assetId"":17994850165,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""All Of Our Products Are Perfect For Birthdays, Weddings, Graduations & Baby Showers"",""assetId"":17994850174,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""We Are Happy To Answer All Questions & Queries You May Have. Purchase Online Now!"",""assetId"":17994850168,""pinnedField"":""DESCRIPTION_2"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",personalized,cut-out, --, --,"[""https://www.allpersonalization.com/products/personalized-cardboard-life-size-cutouts""]", --, --, --, --, --, --,29.27%,2022-03-02
, --, --, --,, --,,,Responsive search ad,556449702693,53,10,2970000,0.00,"[{""assetText"":""Personalized Life Size Cutouts"",""assetId"":18124022896,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Personalized Cardboard Cutouts"",""assetId"":18661344170,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Available As Foam & Coroplast"",""assetId"":18661344167,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""10% Off First Order"",""assetId"":26065397516,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Upload Your Own Photo"",""assetId"":18671240004,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Live Previews On All Products"",""assetId"":17994850183,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Free Product Personalization"",""assetId"":18667833925,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""2-5 Day Delivery Time"",""assetId"":18671239998,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Discover Our Range Of Personalized Party Favors Including Candy, Coasters, Huggers & More"",""assetId"":17994850165,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""All Of Our Products Are Perfect For Birthdays, Weddings, Graduations & Baby Showers"",""assetId"":17994850174,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""We Are Happy To Answer All Questions & Queries You May Have. Purchase Online Now!"",""assetId"":17994850168,""pinnedField"":""DESCRIPTION_2"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",personalized,cut-out, --, --,"[""https://www.allpersonalization.com/products/personalized-cardboard-life-size-cutouts""]", --, --, --, --, --, --,18.87%,2022-03-09
, --, --, --,, --,,,Responsive search ad,556449702693,27,9,2390000,0.00,"[{""assetText"":""Personalized Life Size Cutouts"",""assetId"":18124022896,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Personalized Cardboard Cutouts"",""assetId"":18661344170,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Available As Foam & Coroplast"",""assetId"":18661344167,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""10% Off First Order"",""assetId"":26065397516,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Upload Your Own Photo"",""assetId"":18671240004,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Live Previews On All Products"",""assetId"":17994850183,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Free Product Personalization"",""assetId"":18667833925,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""2-5 Day Delivery Time"",""assetId"":18671239998,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Discover Our Range Of Personalized Party Favors Including Candy, Coasters, Huggers & More"",""assetId"":17994850165,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""All Of Our Products Are Perfect For Birthdays, Weddings, Graduations & Baby Showers"",""assetId"":17994850174,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""We Are Happy To Answer All Questions & Queries You May Have. Purchase Online Now!"",""assetId"":17994850168,""pinnedField"":""DESCRIPTION_2"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",personalized,cut-out, --, --,"[""https://www.allpersonalization.com/products/personalized-cardboard-life-size-cutouts""]", --, --, --, --, --, --,33.33%,2022-03-12
, --, --, --,, --,,,Responsive search ad,556449702693,46,5,1490000,0.00,"[{""assetText"":""Personalized Life Size Cutouts"",""assetId"":18124022896,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Personalized Cardboard Cutouts"",""assetId"":18661344170,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Available As Foam & Coroplast"",""assetId"":18661344167,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""10% Off First Order"",""assetId"":26065397516,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Upload Your Own Photo"",""assetId"":18671240004,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Live Previews On All Products"",""assetId"":17994850183,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Free Product Personalization"",""assetId"":18667833925,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""2-5 Day Delivery Time"",""assetId"":18671239998,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Discover Our Range Of Personalized Party Favors Including Candy, Coasters, Huggers & More"",""assetId"":17994850165,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""All Of Our Products Are Perfect For Birthdays, Weddings, Graduations & Baby Showers"",""assetId"":17994850174,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""We Are Happy To Answer All Questions & Queries You May Have. Purchase Online Now!"",""assetId"":17994850168,""pinnedField"":""DESCRIPTION_2"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",personalized,cut-out, --, --,"[""https://www.allpersonalization.com/products/personalized-cardboard-life-size-cutouts""]", --, --, --, --, --, --,10.87%,2022-03-20
, --, --, --,, --,,,Responsive search ad,556449702693,33,4,1070000,0.00,"[{""assetText"":""Personalized Life Size Cutouts"",""assetId"":18124022896,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Personalized Cardboard Cutouts"",""assetId"":18661344170,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Available As Foam & Coroplast"",""assetId"":18661344167,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""10% Off First Order"",""assetId"":26065397516,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Upload Your Own Photo"",""assetId"":18671240004,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Live Previews On All Products"",""assetId"":17994850183,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Free Product Personalization"",""assetId"":18667833925,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""2-5 Day Delivery Time"",""assetId"":18671239998,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Discover Our Range Of Personalized Party Favors Including Candy, Coasters, Huggers & More"",""assetId"":17994850165,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""All Of Our Products Are Perfect For Birthdays, Weddings, Graduations & Baby Showers"",""assetId"":17994850174,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""We Are Happy To Answer All Questions & Queries You May Have. Purchase Online Now!"",""assetId"":17994850168,""pinnedField"":""DESCRIPTION_2"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",personalized,cut-out, --, --,"[""https://www.allpersonalization.com/products/personalized-cardboard-life-size-cutouts""]", --, --, --, --, --, --,12.12%,2022-03-23
, --, --, --,, --,,,Responsive search ad,556449702693,35,7,2040000,0.00,"[{""assetText"":""Personalized Life Size Cutouts"",""assetId"":18124022896,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Personalized Cardboard Cutouts"",""assetId"":18661344170,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Available As Foam & Coroplast"",""assetId"":18661344167,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""10% Off First Order"",""assetId"":26065397516,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Upload Your Own Photo"",""assetId"":18671240004,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Live Previews On All Products"",""assetId"":17994850183,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Free Product Personalization"",""assetId"":18667833925,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""2-5 Day Delivery Time"",""assetId"":18671239998,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Discover Our Range Of Personalized Party Favors Including Candy, Coasters, Huggers & More"",""assetId"":17994850165,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""All Of Our Products Are Perfect For Birthdays, Weddings, Graduations & Baby Showers"",""assetId"":17994850174,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""We Are Happy To Answer All Questions & Queries You May Have. Purchase Online Now!"",""assetId"":17994850168,""pinnedField"":""DESCRIPTION_2"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",personalized,cut-out, --, --,"[""https://www.allpersonalization.com/products/personalized-cardboard-life-size-cutouts""]", --, --, --, --, --, --,20.00%,2022-03-24
, --, --, --,, --,,,Responsive search ad,556449702693,33,7,1710000,0.00,"[{""assetText"":""Personalized Life Size Cutouts"",""assetId"":18124022896,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Personalized Cardboard Cutouts"",""assetId"":18661344170,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Available As Foam & Coroplast"",""assetId"":18661344167,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""10% Off First Order"",""assetId"":26065397516,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Upload Your Own Photo"",""assetId"":18671240004,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Live Previews On All Products"",""assetId"":17994850183,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Free Product Personalization"",""assetId"":18667833925,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""2-5 Day Delivery Time"",""assetId"":18671239998,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Discover Our Range Of Personalized Party Favors Including Candy, Coasters, Huggers & More"",""assetId"":17994850165,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""All Of Our Products Are Perfect For Birthdays, Weddings, Graduations & Baby Showers"",""assetId"":17994850174,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""We Are Happy To Answer All Questions & Queries You May Have. Purchase Online Now!"",""assetId"":17994850168,""pinnedField"":""DESCRIPTION_2"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",personalized,cut-out, --, --,"[""https://www.allpersonalization.com/products/personalized-cardboard-life-size-cutouts""]", --, --, --, --, --, --,21.21%,2022-03-06
, --, --, --,, --,,,Responsive search ad,556449702693,51,9,2050000,0.00,"[{""assetText"":""Personalized Life Size Cutouts"",""assetId"":18124022896,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Personalized Cardboard Cutouts"",""assetId"":18661344170,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Available As Foam & Coroplast"",""assetId"":18661344167,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""10% Off First Order"",""assetId"":26065397516,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Upload Your Own Photo"",""assetId"":18671240004,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Live Previews On All Products"",""assetId"":17994850183,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Free Product Personalization"",""assetId"":18667833925,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""2-5 Day Delivery Time"",""assetId"":18671239998,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Discover Our Range Of Personalized Party Favors Including Candy, Coasters, Huggers & More"",""assetId"":17994850165,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""All Of Our Products Are Perfect For Birthdays, Weddings, Graduations & Baby Showers"",""assetId"":17994850174,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""We Are Happy To Answer All Questions & Queries You May Have. Purchase Online Now!"",""assetId"":17994850168,""pinnedField"":""DESCRIPTION_2"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",personalized,cut-out, --, --,"[""https://www.allpersonalization.com/products/personalized-cardboard-life-size-cutouts""]", --, --, --, --, --, --,17.65%,2022-03-07
, --, --, --,, --,,,Responsive search ad,556449702693,60,6,1800000,1.00,"[{""assetText"":""Personalized Life Size Cutouts"",""assetId"":18124022896,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Personalized Cardboard Cutouts"",""assetId"":18661344170,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Available As Foam & Coroplast"",""assetId"":18661344167,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""10% Off First Order"",""assetId"":26065397516,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Upload Your Own Photo"",""assetId"":18671240004,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Live Previews On All Products"",""assetId"":17994850183,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Free Product Personalization"",""assetId"":18667833925,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""2-5 Day Delivery Time"",""assetId"":18671239998,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Discover Our Range Of Personalized Party Favors Including Candy, Coasters, Huggers & More"",""assetId"":17994850165,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""All Of Our Products Are Perfect For Birthdays, Weddings, Graduations & Baby Showers"",""assetId"":17994850174,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""We Are Happy To Answer All Questions & Queries You May Have. Purchase Online Now!"",""assetId"":17994850168,""pinnedField"":""DESCRIPTION_2"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",personalized,cut-out, --, --,"[""https://www.allpersonalization.com/products/personalized-cardboard-life-size-cutouts""]", --, --, --, --, --, --,10.00%,2022-03-08
, --, --, --,, --,,,Responsive search ad,556449702693,35,6,1560000,0.00,"[{""assetText"":""Personalized Life Size Cutouts"",""assetId"":18124022896,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Personalized Cardboard Cutouts"",""assetId"":18661344170,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Available As Foam & Coroplast"",""assetId"":18661344167,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""10% Off First Order"",""assetId"":26065397516,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Upload Your Own Photo"",""assetId"":18671240004,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Live Previews On All Products"",""assetId"":17994850183,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Free Product Personalization"",""assetId"":18667833925,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""2-5 Day Delivery Time"",""assetId"":18671239998,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Discover Our Range Of Personalized Party Favors Including Candy, Coasters, Huggers & More"",""assetId"":17994850165,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""All Of Our Products Are Perfect For Birthdays, Weddings, Graduations & Baby Showers"",""assetId"":17994850174,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""We Are Happy To Answer All Questions & Queries You May Have. Purchase Online Now!"",""assetId"":17994850168,""pinnedField"":""DESCRIPTION_2"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",personalized,cut-out, --, --,"[""https://www.allpersonalization.com/products/personalized-cardboard-life-size-cutouts""]", --, --, --, --, --, --,17.14%,2022-03-11
