"CAMPAIGN_PERFORMANCE_REPORT (Apr 23, 2022-May 22, 2022)"
Campaign ID,Campaign,Campaign state,Impressions,Clicks,Cost,Conversions,Day,Device,Network,Top vs. Other,Currency,Cost / conv.,CTR,Avg. CPC,Conv. rate,Total conv. value,Avg. Cost,Avg. CPM,Network (with search partners)
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,137,3,12730000,1.00,2022-04-25,Mobile devices with full browsers,Search Network,Google search: Top,USD,12730000,2.19%,4243333,33.33%,0.00,4243333,92919708,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,25,2,8680000,0.00,2022-05-12,Mobile devices with full browsers,Search Network,Google search: Top,USD,0,8.00%,4340000,0.00%,0.00,4340000,347200000,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,11,0,0,0.00,2022-04-29,Computers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,7,0,0,0.00,2022-05-08,Computers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,1,0,0,0.00,2022-05-15,Mobile devices with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,13,0,0,0.00,2022-05-10,Computers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,54,2,7420000,2.00,2022-05-05,Mobile devices with full browsers,Search Network,Google search: Top,USD,3710000,3.70%,3710000,100.00%,0.00,3710000,137407407,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,7,0,0,0.00,2022-05-02,Mobile devices with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,18,0,0,0.00,2022-05-04,Computers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,1,0,0,0.00,2022-05-20,Tablets with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,2,0,0,0.00,2022-05-14,Tablets with full browsers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,3,0,0,0.00,2022-05-08,Mobile devices with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,14,0,0,0.00,2022-04-27,Computers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,63,3,11150000,2.00,2022-04-27,Mobile devices with full browsers,Search Network,Google search: Top,USD,5575000,4.76%,3716667,66.67%,0.00,3716667,176984127,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,62,4,18860000,2.00,2022-04-24,Mobile devices with full browsers,Search Network,Google search: Top,USD,9430000,6.45%,4715000,50.00%,0.00,4715000,304193548,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,31,1,4950000,1.00,2022-05-08,Mobile devices with full browsers,Search Network,Google search: Top,USD,4950000,3.23%,4950000,100.00%,0.00,4950000,159677419,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,3,0,0,0.00,2022-05-22,Computers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,1,0,0,0.00,2022-05-15,Tablets with full browsers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,10,2,7500000,2.00,2022-05-16,Computers,Search Network,Google search: Top,USD,3750000,20.00%,3750000,100.00%,0.00,3750000,750000000,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,8,2,7320000,0.00,2022-05-06,Mobile devices with full browsers,Search Network,Google search: Top,USD,0,25.00%,3660000,0.00%,0.00,3660000,915000000,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,4,0,0,0.00,2022-05-09,Tablets with full browsers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,3,0,0,0.00,2022-05-21,Tablets with full browsers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,19,1,1970000,0.00,2022-05-02,Computers,Search Network,Google search: Other,USD,0,5.26%,1970000,0.00%,0.00,1970000,103684211,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,2,0,0,0.00,2022-05-06,Mobile devices with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,16,1,4730000,1.00,2022-04-23,Computers,Search Network,Google search: Top,USD,4730000,6.25%,4730000,100.00%,0.00,4730000,295625000,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,65,1,3710000,1.00,2022-05-07,Mobile devices with full browsers,Search Network,Google search: Top,USD,3710000,1.54%,3710000,100.00%,0.00,3710000,57076923,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,6,0,0,0.00,2022-04-30,Mobile devices with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,2,0,0,0.00,2022-05-14,Mobile devices with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,14,0,0,0.00,2022-04-26,Computers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,20,0,0,0.00,2022-05-07,Mobile devices with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,4,0,0,0.00,2022-05-17,Mobile devices with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,1,0,0,0.00,2022-04-28,Tablets with full browsers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,13,0,0,0.00,2022-05-08,Computers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,1,0,0,0.00,2022-05-01,Tablets with full browsers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,6,0,0,0.00,2022-04-30,Computers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,60,2,7380000,1.00,2022-05-21,Mobile devices with full browsers,Search Network,Google search: Top,USD,7380000,3.33%,3690000,50.00%,0.00,3690000,123000000,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,6,0,0,0.00,2022-05-21,Computers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,1,0,0,0.00,2022-05-11,Computers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,48,1,3910000,1.00,2022-05-19,Mobile devices with full browsers,Search Network,Google search: Top,USD,3910000,2.08%,3910000,100.00%,0.00,3910000,81458333,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,1,0,0,0.00,2022-05-14,Computers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,3,0,0,0.00,2022-04-29,Tablets with full browsers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,14,0,0,0.00,2022-04-23,Computers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,7,1,3410000,0.00,2022-05-12,Computers,Search Network,Google search: Other,USD,0,14.29%,3410000,0.00%,0.00,3410000,487142857,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,4,0,0,0.00,2022-05-21,Mobile devices with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,2,0,0,0.00,2022-05-19,Tablets with full browsers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
